system:index,ADM0_CODE,ADM0_NAME,ADM1_CODE,ADM1_NAME,ADM2_CODE,ADM2_NAME,DISP_AREA,EXP2_YEAR,STATUS,STR2_YEAR,Shape_Area,Shape_Leng,dataset,mean,precipitation,week_start,.geo
1_1_1_000100000000000005a0,115,India,1494,Karnataka,17691,Mandya,NO,3000,Member State,1000,0.40978382627,4.42402086847,precipitation,0.3461088307060584,0.3461088307060584,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005a5,115,India,1494,Karnataka,17696,Uttar Kannand,NO,3000,Member State,1000,0.863034480134,8.61203816888,precipitation,1.52327727255392,1.52327727255392,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005a7,115,India,1494,Karnataka,70158,Bangalore Rural,NO,3000,Member State,1000,0.483936585346,7.17711543612,precipitation,0.2399942631316584,0.2399942631316584,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005a8,115,India,1494,Karnataka,70159,Bangalore Urban,NO,3000,Member State,1000,0.181516804258,2.77293836191,precipitation,0.0119905100302792,0.0119905100302792,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_0001000000000000059f,115,India,1494,Karnataka,17690,Kolar,NO,3000,Member State,1000,0.684285324507,6.82655062926,precipitation,0.105942667495487,0.105942667495487,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005ae,115,India,1494,Karnataka,70165,Koppal,NO,3000,Member State,1997,0.468085913445,4.85223438507,precipitation,0.1171212140045891,0.1171212140045891,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_0001000000000000059d,115,India,1494,Karnataka,17688,Hassan,NO,3000,Member State,1000,0.565800264772,5.52801567818,precipitation,0.4954460871105577,0.4954460871105577,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005ac,115,India,1494,Karnataka,70163,Gadag,NO,3000,Member State,1997,0.389915233002,4.9027012758,precipitation,0.1654963736805966,0.1654963736805966,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_00010000000000000598,115,India,1494,Karnataka,17682,Bijapur,NO,3000,Member State,1997,0.888709983734,6.23599348468,precipitation,0.0018013687405021,0.0018013687405021,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_0001000000000000059a,115,India,1494,Karnataka,17685,Dakshin Kannad,NO,3000,Member State,1997,0.379896635794,4.25483671603,precipitation,1.172323949488427,1.172323949488427,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_0001000000000000059b,115,India,1494,Karnataka,17686,Dharwad,NO,3000,Member State,1997,0.358696368748,4.03747878022,precipitation,0.131698977531721,0.131698977531721,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005a1,115,India,1494,Karnataka,17692,Mysore,NO,3000,Member State,1997,0.523124059943,5.51073934174,precipitation,0.3612060827264338,0.3612060827264338,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005a2,115,India,1494,Karnataka,17693,Raichur,NO,3000,Member State,1997,0.712555284955,4.85078126471,precipitation,0.0397441496391123,0.0397441496391123,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_00010000000000000596,115,India,1494,Karnataka,17680,Bellary,NO,3000,Member State,1997,0.708337262756,6.83886584297,precipitation,0.1471379016613169,0.1471379016613169,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005ad,115,India,1494,Karnataka,70164,Haveri,NO,3000,Member State,1997,0.402374204539,4.07415605423,precipitation,0.0857802815980758,0.0857802815980758,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005a6,115,India,1494,Karnataka,70157,Bagalkot,NO,3000,Member State,1997,0.553821708242,5.77787617692,precipitation,0.0029225213958843,0.0029225213958843,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005a9,115,India,1494,Karnataka,70160,Chamrajnagar,NO,3000,Member State,1997,0.469209556679,5.05047545129,precipitation,1.9055204894360376,1.9055204894360376,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005aa,115,India,1494,Karnataka,70161,Chitradurga,NO,3000,Member State,1997,0.705669080872,5.78520554575,precipitation,0.1363641371230268,0.1363641371230268,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005ab,115,India,1494,Karnataka,70162,Davanagere,NO,3000,Member State,1997,0.553735624588,5.59315442439,precipitation,0.1892908248149187,0.1892908248149187,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_000100000000000005a3,115,India,1494,Karnataka,17694,Shimoga,NO,3000,Member State,1997,0.647171433005,5.89260393244,precipitation,1.086727535536527,1.086727535536527,2024-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00010000000000000595,115,India,1494,Karnataka,17679,Belgaum,NO,3000,Member State,1000,1.12651719012,9.3917775844,precipitation,0.0026393214203148,0.0026393214203148,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00010000000000000597,115,India,1494,Karnataka,17681,Bidar,NO,3000,Member State,1000,0.463418234971,4.6682529696,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00010000000000000599,115,India,1494,Karnataka,17683,Chikmagalur,NO,3000,Member State,1000,0.600026862763,4.97883865607,precipitation,0.0661003971147829,0.0661003971147829,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0001000000000000059c,115,India,1494,Karnataka,17687,Gulbarga,NO,3000,Member State,1000,1.37726305161,8.97881750526,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0001000000000000059d,115,India,1494,Karnataka,17688,Hassan,NO,3000,Member State,1000,0.565800264772,5.52801567818,precipitation,0.1490256664702773,0.1490256664702773,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a8,115,India,1494,Karnataka,70159,Bangalore Urban,NO,3000,Member State,1000,0.181516804258,2.77293836191,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0001000000000000059f,115,India,1494,Karnataka,17690,Kolar,NO,3000,Member State,1000,0.684285324507,6.82655062926,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a4,115,India,1494,Karnataka,17695,Tumkur,NO,3000,Member State,1000,0.884369413307,9.15524907447,precipitation,0.2143543100786326,0.2143543100786326,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a5,115,India,1494,Karnataka,17696,Uttar Kannand,NO,3000,Member State,1000,0.863034480134,8.61203816888,precipitation,0.0381780337114341,0.0381780337114341,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a7,115,India,1494,Karnataka,70158,Bangalore Rural,NO,3000,Member State,1000,0.483936585346,7.17711543612,precipitation,0.0461748263566707,0.0461748263566707,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005af,115,India,1494,Karnataka,70166,Udupi,NO,3000,Member State,1997,0.324776435144,4.47398736543,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0001000000000000059e,115,India,1494,Karnataka,17689,Kodagu,NO,3000,Member State,1000,0.340390758262,3.89778200859,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a0,115,India,1494,Karnataka,17691,Mandya,NO,3000,Member State,1000,0.40978382627,4.42402086847,precipitation,0.3058584388467165,0.3058584388467165,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005ae,115,India,1494,Karnataka,70165,Koppal,NO,3000,Member State,1997,0.468085913445,4.85223438507,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005ac,115,India,1494,Karnataka,70163,Gadag,NO,3000,Member State,1997,0.389915233002,4.9027012758,precipitation,0.0040739214853802,0.0040739214853802,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005ad,115,India,1494,Karnataka,70164,Haveri,NO,3000,Member State,1997,0.402374204539,4.07415605423,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00010000000000000596,115,India,1494,Karnataka,17680,Bellary,NO,3000,Member State,1997,0.708337262756,6.83886584297,precipitation,0.0136709981096031,0.0136709981096031,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00010000000000000598,115,India,1494,Karnataka,17682,Bijapur,NO,3000,Member State,1997,0.888709983734,6.23599348468,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0001000000000000059a,115,India,1494,Karnataka,17685,Dakshin Kannad,NO,3000,Member State,1997,0.379896635794,4.25483671603,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a1,115,India,1494,Karnataka,17692,Mysore,NO,3000,Member State,1997,0.523124059943,5.51073934174,precipitation,0.0202109952944185,0.0202109952944185,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0001000000000000059b,115,India,1494,Karnataka,17686,Dharwad,NO,3000,Member State,1997,0.358696368748,4.03747878022,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a3,115,India,1494,Karnataka,17694,Shimoga,NO,3000,Member State,1997,0.647171433005,5.89260393244,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a6,115,India,1494,Karnataka,70157,Bagalkot,NO,3000,Member State,1997,0.553821708242,5.77787617692,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a9,115,India,1494,Karnataka,70160,Chamrajnagar,NO,3000,Member State,1997,0.469209556679,5.05047545129,precipitation,0.3121666204799037,0.3121666204799037,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005aa,115,India,1494,Karnataka,70161,Chitradurga,NO,3000,Member State,1997,0.705669080872,5.78520554575,precipitation,0.0628518598040832,0.0628518598040832,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005ab,115,India,1494,Karnataka,70162,Davanagere,NO,3000,Member State,1997,0.553735624588,5.59315442439,precipitation,0.0515909241227602,0.0515909241227602,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_000100000000000005a2,115,India,1494,Karnataka,17693,Raichur,NO,3000,Member State,1997,0.712555284955,4.85078126471,precipitation,0.0,0.0,2024-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_0001000000000000059d,115,India,1494,Karnataka,17688,Hassan,NO,3000,Member State,1000,0.565800264772,5.52801567818,precipitation,0.0663333078224064,0.0663333078224064,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_00010000000000000597,115,India,1494,Karnataka,17681,Bidar,NO,3000,Member State,1000,0.463418234971,4.6682529696,precipitation,0.0005149993753652967,0.0005149993753652967,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_00010000000000000599,115,India,1494,Karnataka,17683,Chikmagalur,NO,3000,Member State,1000,0.600026862763,4.97883865607,precipitation,0.0069059278748395,0.0069059278748395,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_0001000000000000059c,115,India,1494,Karnataka,17687,Gulbarga,NO,3000,Member State,1000,1.37726305161,8.97881750526,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_0001000000000000059e,115,India,1494,Karnataka,17689,Kodagu,NO,3000,Member State,1000,0.340390758262,3.89778200859,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_00010000000000000595,115,India,1494,Karnataka,17679,Belgaum,NO,3000,Member State,1000,1.12651719012,9.3917775844,precipitation,0.00029338713092393726,0.00029338713092393726,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a0,115,India,1494,Karnataka,17691,Mandya,NO,3000,Member State,1000,0.40978382627,4.42402086847,precipitation,0.1947063941837873,0.1947063941837873,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a4,115,India,1494,Karnataka,17695,Tumkur,NO,3000,Member State,1000,0.884369413307,9.15524907447,precipitation,0.0201201262822809,0.0201201262822809,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a5,115,India,1494,Karnataka,17696,Uttar Kannand,NO,3000,Member State,1000,0.863034480134,8.61203816888,precipitation,0.0071557376523013,0.0071557376523013,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a7,115,India,1494,Karnataka,70158,Bangalore Rural,NO,3000,Member State,1000,0.483936585346,7.17711543612,precipitation,0.0464241810756318,0.0464241810756318,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a8,115,India,1494,Karnataka,70159,Bangalore Urban,NO,3000,Member State,1000,0.181516804258,2.77293836191,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_0001000000000000059f,115,India,1494,Karnataka,17690,Kolar,NO,3000,Member State,1000,0.684285324507,6.82655062926,precipitation,0.0015075106250771,0.0015075106250771,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005af,115,India,1494,Karnataka,70166,Udupi,NO,3000,Member State,1997,0.324776435144,4.47398736543,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a3,115,India,1494,Karnataka,17694,Shimoga,NO,3000,Member State,1997,0.647171433005,5.89260393244,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005ad,115,India,1494,Karnataka,70164,Haveri,NO,3000,Member State,1997,0.402374204539,4.07415605423,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_00010000000000000598,115,India,1494,Karnataka,17682,Bijapur,NO,3000,Member State,1997,0.888709983734,6.23599348468,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_0001000000000000059a,115,India,1494,Karnataka,17685,Dakshin Kannad,NO,3000,Member State,1997,0.379896635794,4.25483671603,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_0001000000000000059b,115,India,1494,Karnataka,17686,Dharwad,NO,3000,Member State,1997,0.358696368748,4.03747878022,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a1,115,India,1494,Karnataka,17692,Mysore,NO,3000,Member State,1997,0.523124059943,5.51073934174,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a2,115,India,1494,Karnataka,17693,Raichur,NO,3000,Member State,1997,0.712555284955,4.85078126471,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_00010000000000000596,115,India,1494,Karnataka,17680,Bellary,NO,3000,Member State,1997,0.708337262756,6.83886584297,precipitation,0.0015548576834021,0.0015548576834021,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a6,115,India,1494,Karnataka,70157,Bagalkot,NO,3000,Member State,1997,0.553821708242,5.77787617692,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005a9,115,India,1494,Karnataka,70160,Chamrajnagar,NO,3000,Member State,1997,0.469209556679,5.05047545129,precipitation,0.0798466807656323,0.0798466807656323,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005aa,115,India,1494,Karnataka,70161,Chitradurga,NO,3000,Member State,1997,0.705669080872,5.78520554575,precipitation,0.0153128371766214,0.0153128371766214,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005ab,115,India,1494,Karnataka,70162,Davanagere,NO,3000,Member State,1997,0.553735624588,5.59315442439,precipitation,0.0122419219508176,0.0122419219508176,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005ac,115,India,1494,Karnataka,70163,Gadag,NO,3000,Member State,1997,0.389915233002,4.9027012758,precipitation,0.0,0.0,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3_000100000000000005ae,115,India,1494,Karnataka,70165,Koppal,NO,3000,Member State,1997,0.468085913445,4.85223438507,precipitation,0.0008234851882922871,0.0008234851882922871,2024-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4_00010000000000000595,115,India,1494,Karnataka,17679,Belgaum,NO,3000,Member State,1000,1.12651719012,9.3917775844,precipitation,0.0,0.0,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4_00010000000000000597,115,India,1494,Karnataka,17681,Bidar,NO,3000,Member State,1000,0.463418234971,4.6682529696,precipitation,0.0092118087146932,0.0092118087146932,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4_00010000000000000599,115,India,1494,Karnataka,17683,Chikmagalur,NO,3000,Member State,1000,0.600026862763,4.97883865607,precipitation,0.0429791120978075,0.0429791120978075,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4_0001000000000000059c,115,India,1494,Karnataka,17687,Gulbarga,NO,3000,Member State,1000,1.37726305161,8.97881750526,precipitation,0.0,0.0,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4_0001000000000000059d,115,India,1494,Karnataka,17688,Hassan,NO,3000,Member State,1000,0.565800264772,5.52801567818,precipitation,0.0040199919925452,0.0040199919925452,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4_000100000000000005a0,115,India,1494,Karnataka,17691,Mandya,NO,3000,Member State,1000,0.40978382627,4.42402086847,precipitation,0.0054770718032038,0.0054770718032038,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4_0001000000000000059f,115,India,1494,Karnataka,17690,Kolar,NO,3000,Member State,1000,0.684285324507,6.82655062926,precipitation,0.0044072542433811,0.0044072542433811,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4_000100000000000005a4,115,India,1494,Karnataka,17695,Tumkur,NO,3000,Member State,1000,0.884369413307,9.15524907447,precipitation,0.0007882558800875006,0.0007882558800875006,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
